instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,check_out,check in
5465,8/20/2011,3,0,8,14,0,6,0,1,0.8,0.7424,0.49,0.194,147,228,375,228
5466,8/20/2011,3,0,8,15,0,6,0,1,0.8,0.7273,0.43,0.194,175,215,390,215
5467,8/20/2011,3,0,8,16,0,6,0,1,0.8,0.7273,0.46,0.194,151,222,373,222
5468,8/20/2011,3,0,8,17,0,6,0,1,0.8,0.7424,0.49,0.194,180,203,383,203
5469,8/20/2011,3,0,8,18,0,6,0,1,0.76,0.7121,0.58,0.2537,169,225,394,225
5470,8/20/2011,3,0,8,19,0,6,0,1,0.74,0.6818,0.62,0.194,109,182,291,182
5471,8/20/2011,3,0,8,20,0,6,0,1,0.74,0.6818,0.62,0.2239,78,170,248,170
5472,8/20/2011,3,0,8,21,0,6,0,1,0.72,0.6818,0.7,0.2239,81,144,225,144
5473,8/20/2011,3,0,8,22,0,6,0,2,0.7,0.6667,0.74,0.194,77,146,223,146
5474,8/20/2011,3,0,8,23,0,6,0,1,0.7,0.6667,0.74,0.1343,59,98,157,98
5475,8/21/2011,3,0,8,0,0,0,0,1,0.7,0.6667,0.74,0.194,6,68,74,68
5476,8/21/2011,3,0,8,1,0,0,0,1,0.68,0.6364,0.79,0.2239,17,69,86,69
5477,8/21/2011,3,0,8,2,0,0,0,1,0.68,0.6364,0.79,0.194,13,51,64,51
5478,8/21/2011,3,0,8,3,0,0,0,1,0.66,0.6061,0.83,0.2239,25,26,51,26
5479,8/21/2011,3,0,8,4,0,0,0,1,0.68,0.6364,0.83,0.2239,1,5,6,5
5480,8/21/2011,3,0,8,5,0,0,0,1,0.66,0.5909,0.89,0.2985,0,8,8,8
5481,8/21/2011,3,0,8,6,0,0,0,1,0.66,0.5909,0.89,0.2836,4,10,14,10
5482,8/21/2011,3,0,8,7,0,0,0,1,0.68,0.6364,0.83,0.2985,12,19,31,19
5483,8/21/2011,3,0,8,8,0,0,0,1,0.7,0.6667,0.79,0.2239,30,62,92,62
5484,8/21/2011,3,0,8,9,0,0,0,1,0.72,0.697,0.74,0.2239,80,151,231,151
5485,8/21/2011,3,0,8,10,0,0,0,1,0.74,0.7121,0.74,0.2537,97,177,274,177
5486,8/21/2011,3,0,8,11,0,0,0,1,0.8,0.7879,0.63,0.2836,132,181,313,181
5487,8/21/2011,3,0,8,12,0,0,0,1,0.82,0.803,0.59,0.2836,135,239,374,239
5488,8/21/2011,3,0,8,13,0,0,0,1,0.8,0.7727,0.59,0.4179,94,216,310,216
5489,8/21/2011,3,0,8,14,0,0,0,3,0.7,0.6667,0.79,0.3881,78,157,235,157
5490,8/21/2011,3,0,8,15,0,0,0,1,0.7,0.6667,0.84,0.2836,17,51,68,51
5491,8/21/2011,3,0,8,16,0,0,0,1,0.72,0.697,0.79,0.1642,97,161,258,161
5492,8/21/2011,3,0,8,17,0,0,0,1,0.72,0.697,0.79,0.1343,91,179,270,179
5493,8/21/2011,3,0,8,18,0,0,0,1,0.72,0.697,0.79,0.2537,96,215,311,215
5494,8/21/2011,3,0,8,19,0,0,0,1,0.72,0.6818,0.7,0.2537,81,201,282,201
5495,8/21/2011,3,0,8,20,0,0,0,1,0.7,0.6667,0.79,0.2537,41,140,181,140
5496,8/21/2011,3,0,8,21,0,0,0,1,0.7,0.6667,0.79,0.2537,45,93,138,93
5497,8/21/2011,3,0,8,22,0,0,0,2,0.7,0.6667,0.79,0.194,37,97,134,97
5498,8/21/2011,3,0,8,23,0,0,0,1,0.7,0.6667,0.74,0.1642,20,48,68,48
5499,8/22/2011,3,0,8,0,0,1,1,1,0.68,0.6364,0.79,0.1642,18,22,40,22
5500,8/22/2011,3,0,8,1,0,1,1,1,0.68,0.6364,0.79,0.0896,8,13,21,13
5501,8/22/2011,3,0,8,2,0,1,1,2,0.7,0.6515,0.65,0.1045,2,6,8,6
5502,8/22/2011,3,0,8,3,0,1,1,3,0.7,0.6515,0.65,0.1343,0,5,5,5
5503,8/22/2011,3,0,8,4,0,1,1,1,0.68,0.6364,0.65,0.194,2,10,12,10
5504,8/22/2011,3,0,8,5,0,1,1,1,0.66,0.6212,0.65,0.3582,1,23,24,23
5505,8/22/2011,3,0,8,6,0,1,1,1,0.66,0.6212,0.61,0.2985,6,106,112,106
5506,8/22/2011,3,0,8,7,0,1,1,1,0.66,0.6212,0.61,0.3284,11,270,281,270
5507,8/22/2011,3,0,8,8,0,1,1,1,0.66,0.6212,0.61,0.3284,20,331,351,331
5508,8/22/2011,3,0,8,9,0,1,1,1,0.68,0.6364,0.54,0.2537,36,151,187,151
5509,8/22/2011,3,0,8,10,0,1,1,1,0.7,0.6515,0.48,0.2836,36,85,121,85
5510,8/22/2011,3,0,8,11,0,1,1,1,0.72,0.6515,0.34,0.3284,46,85,131,85
5511,8/22/2011,3,0,8,12,0,1,1,1,0.74,0.6515,0.35,0.3881,54,153,207,153
5512,8/22/2011,3,0,8,13,0,1,1,1,0.74,0.6515,0.3,0.4627,47,158,205,158
5513,8/22/2011,3,0,8,14,0,1,1,1,0.74,0.6515,0.3,0.3881,88,137,225,137
5514,8/22/2011,3,0,8,15,0,1,1,1,0.74,0.6515,0.3,0.2985,72,127,199,127
5515,8/22/2011,3,0,8,16,0,1,1,1,0.74,0.6515,0.3,0.3881,66,254,320,254
5516,8/22/2011,3,0,8,17,0,1,1,1,0.74,0.6515,0.27,0.3284,82,509,591,509
5517,8/22/2011,3,0,8,18,0,1,1,1,0.72,0.6515,0.28,0.2985,72,537,609,537
5518,8/22/2011,3,0,8,19,0,1,1,1,0.7,0.6364,0.3,0.2836,66,350,416,350
5519,8/22/2011,3,0,8,20,0,1,1,1,0.66,0.6212,0.34,0.194,21,247,268,247
5520,8/22/2011,3,0,8,21,0,1,1,1,0.64,0.6212,0.38,0.194,28,180,208,180
5521,8/22/2011,3,0,8,22,0,1,1,1,0.64,0.6212,0.38,0.2985,32,121,153,121
5522,8/22/2011,3,0,8,23,0,1,1,1,0.62,0.6212,0.41,0.2537,19,45,64,45
5523,8/23/2011,3,0,8,0,0,2,1,1,0.6,0.6212,0.43,0.194,13,22,35,22
5524,8/23/2011,3,0,8,1,0,2,1,1,0.58,0.5455,0.49,0.194,6,13,19,13
5525,8/23/2011,3,0,8,2,0,2,1,1,0.56,0.5303,0.52,0.194,2,4,6,4
5526,8/23/2011,3,0,8,3,0,2,1,1,0.56,0.5303,0.52,0.2836,2,4,6,4
5527,8/23/2011,3,0,8,4,0,2,1,1,0.54,0.5152,0.56,0.1642,0,5,5,5
5528,8/23/2011,3,0,8,5,0,2,1,1,0.54,0.5152,0.56,0.194,1,35,36,35
5529,8/23/2011,3,0,8,6,0,2,1,1,0.54,0.5152,0.6,0.194,3,111,114,111
5530,8/23/2011,3,0,8,7,0,2,1,1,0.6,0.6212,0.49,0.194,11,333,344,333
5531,8/23/2011,3,0,8,8,0,2,1,2,0.62,0.6212,0.5,0,43,461,504,461
5532,8/23/2011,3,0,8,9,0,2,1,2,0.66,0.6212,0.44,0,34,191,225,191
5533,8/23/2011,3,0,8,10,0,2,1,1,0.7,0.6364,0.37,0,56,92,148,92
5534,8/23/2011,3,0,8,11,0,2,1,1,0.7,0.6364,0.34,0.1045,62,124,186,124
5535,8/23/2011,3,0,8,12,0,2,1,1,0.7,0.6364,0.39,0.0896,60,177,237,177
5536,8/23/2011,3,0,8,13,0,2,1,1,0.72,0.6515,0.3,0.1045,70,164,234,164
5537,8/23/2011,3,0,8,14,0,2,1,1,0.72,0.6515,0.3,0.0896,149,502,651,502
5538,8/23/2011,3,0,8,15,0,2,1,1,0.72,0.6515,0.34,0.2239,178,423,601,423
5539,8/23/2011,3,0,8,16,0,2,1,1,0.72,0.6515,0.32,0.1343,133,311,444,311
5540,8/23/2011,3,0,8,17,0,2,1,1,0.72,0.6515,0.34,0.2239,133,339,472,339
5541,8/23/2011,3,0,8,18,0,2,1,1,0.72,0.6515,0.34,0.194,98,421,519,421
5542,8/23/2011,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.2239,70,297,367,297
5543,8/23/2011,3,0,8,20,0,2,1,1,0.64,0.6212,0.53,0.2537,54,206,260,206
5544,8/23/2011,3,0,8,21,0,2,1,1,0.62,0.6212,0.57,0,38,173,211,173
5545,8/23/2011,3,0,8,22,0,2,1,1,0.62,0.6212,0.57,0.1343,46,145,191,145
5546,8/23/2011,3,0,8,23,0,2,1,1,0.62,0.6061,0.61,0.1343,19,61,80,61
5547,8/24/2011,3,0,8,0,0,3,1,1,0.62,0.6212,0.57,0.1343,9,29,38,29
5548,8/24/2011,3,0,8,1,0,3,1,1,0.6,0.6061,0.6,0.1045,7,17,24,17
5549,8/24/2011,3,0,8,2,0,3,1,1,0.58,0.5455,0.68,0.1343,2,4,6,4
5550,8/24/2011,3,0,8,3,0,3,1,1,0.58,0.5455,0.68,0.1343,0,1,1,1
5551,8/24/2011,3,0,8,4,0,3,1,1,0.56,0.5303,0.73,0.1045,0,7,7,7
5552,8/24/2011,3,0,8,5,0,3,1,1,0.56,0.5303,0.73,0.1045,1,26,27,26
5553,8/24/2011,3,0,8,6,0,3,1,1,0.56,0.5303,0.73,0,3,105,108,105
5554,8/24/2011,3,0,8,7,0,3,1,1,0.6,0.6061,0.64,0.0896,11,297,308,297
5555,8/24/2011,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0.1343,32,436,468,436
5556,8/24/2011,3,0,8,9,0,3,1,1,0.64,0.6061,0.69,0.2537,44,169,213,169
5557,8/24/2011,3,0,8,10,0,3,1,1,0.7,0.6515,0.58,0.2836,51,95,146,95
5558,8/24/2011,3,0,8,11,0,3,1,1,0.72,0.6667,0.54,0.2985,57,128,185,128
5559,8/24/2011,3,0,8,12,0,3,1,1,0.74,0.6818,0.55,0.3284,60,175,235,175
5560,8/24/2011,3,0,8,13,0,3,1,1,0.76,0.6818,0.48,0.4179,56,180,236,180
5561,8/24/2011,3,0,8,14,0,3,1,1,0.76,0.6818,0.48,0.4179,77,127,204,127
5562,8/24/2011,3,0,8,15,0,3,1,1,0.76,0.6818,0.48,0.4478,63,141,204,141
5563,8/24/2011,3,0,8,16,0,3,1,1,0.76,0.697,0.52,0.4179,49,222,271,222
5564,8/24/2011,3,0,8,17,0,3,1,1,0.76,0.697,0.52,0.3582,83,484,567,484
5565,8/24/2011,3,0,8,18,0,3,1,1,0.74,0.6818,0.55,0.2985,102,519,621,519
5566,8/24/2011,3,0,8,19,0,3,1,1,0.74,0.6818,0.55,0.2985,93,347,440,347
5567,8/24/2011,3,0,8,20,0,3,1,1,0.72,0.6667,0.58,0.2985,45,289,334,289
5568,8/24/2011,3,0,8,21,0,3,1,1,0.7,0.6515,0.61,0.3582,47,189,236,189
5569,8/24/2011,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.3582,41,140,181,140
5570,8/24/2011,3,0,8,23,0,3,1,1,0.68,0.6364,0.69,0.2985,16,54,70,54
5571,8/25/2011,3,0,8,0,0,4,1,1,0.68,0.6364,0.74,0.2985,11,41,52,41
5572,8/25/2011,3,0,8,1,0,4,1,1,0.68,0.6364,0.69,0.3881,4,11,15,11
5573,8/25/2011,3,0,8,2,0,4,1,1,0.68,0.6364,0.69,0.3881,3,2,5,2
5574,8/25/2011,3,0,8,3,0,4,1,1,0.66,0.6212,0.74,0.3284,2,2,4,2
5575,8/25/2011,3,0,8,4,0,4,1,1,0.66,0.6061,0.78,0.3881,1,6,7,6
5576,8/25/2011,3,0,8,5,0,4,1,1,0.66,0.6061,0.83,0.4179,1,25,26,25
5577,8/25/2011,3,0,8,6,0,4,1,1,0.66,0.6061,0.83,0.3284,1,101,102,101
5578,8/25/2011,3,0,8,7,0,4,1,2,0.68,0.6364,0.79,0.3284,17,296,313,296
5579,8/25/2011,3,0,8,8,0,4,1,2,0.7,0.6667,0.74,0.2985,23,461,484,461
5580,8/25/2011,3,0,8,9,0,4,1,2,0.72,0.6818,0.7,0.2985,21,141,162,141
5581,8/25/2011,3,0,8,10,0,4,1,2,0.74,0.697,0.66,0.2985,37,105,142,105
5582,8/25/2011,3,0,8,11,0,4,1,3,0.7,0.6667,0.79,0,39,112,151,112
5583,8/25/2011,3,0,8,12,0,4,1,3,0.7,0.6667,0.79,0,9,32,41,32
5584,8/25/2011,3,0,8,13,0,4,1,1,0.7,0.6667,0.79,0.1045,7,30,37,30
5585,8/25/2011,3,0,8,14,0,4,1,2,0.72,0.697,0.74,0,27,86,113,86
5586,8/25/2011,3,0,8,15,0,4,1,2,0.74,0.697,0.7,0,28,104,132,104
5587,8/25/2011,3,0,8,16,0,4,1,1,0.72,0.7121,0.84,0,16,105,121,105
5588,8/25/2011,3,0,8,17,0,4,1,1,0.72,0.7121,0.84,0,28,284,312,284
5589,8/25/2011,3,0,8,18,0,4,1,2,0.72,0.7121,0.84,0.1343,31,377,408,377
5590,8/25/2011,3,0,8,19,0,4,1,2,0.66,0.6061,0.78,0.3284,31,241,272,241
5591,8/25/2011,3,0,8,20,0,4,1,1,0.64,0.5909,0.78,0.3582,33,192,225,192
5592,8/25/2011,3,0,8,21,0,4,1,1,0.64,0.5909,0.78,0.2836,29,158,187,158
5593,8/25/2011,3,0,8,22,0,4,1,1,0.62,0.5758,0.83,0,21,126,147,126
5594,8/25/2011,3,0,8,23,0,4,1,1,0.62,0.5758,0.83,0.0896,15,69,84,69
5595,8/26/2011,3,0,8,0,0,5,1,1,0.62,0.5758,0.83,0.1343,9,42,51,42
5596,8/26/2011,3,0,8,1,0,5,1,1,0.62,0.5758,0.83,0,10,13,23,13
5597,8/26/2011,3,0,8,2,0,5,1,1,0.62,0.5606,0.88,0.1343,4,16,20,16
5598,8/26/2011,3,0,8,3,0,5,1,1,0.6,0.5455,0.88,0.1045,3,8,11,8
5599,8/26/2011,3,0,8,4,0,5,1,1,0.62,0.5606,0.88,0,2,6,8,6
5600,8/26/2011,3,0,8,5,0,5,1,2,0.62,0.5606,0.88,0,3,23,26,23
5601,8/26/2011,3,0,8,6,0,5,1,1,0.62,0.5606,0.88,0,5,100,105,100
5602,8/26/2011,3,0,8,7,0,5,1,1,0.64,0.5758,0.83,0,3,263,266,263
5603,8/26/2011,3,0,8,8,0,5,1,1,0.66,0.6061,0.83,0.1045,17,387,404,387
5604,8/26/2011,3,0,8,9,0,5,1,1,0.7,0.6667,0.74,0,39,191,230,191
5605,8/26/2011,3,0,8,10,0,5,1,1,0.74,0.697,0.66,0.0896,34,89,123,89
5606,8/26/2011,3,0,8,11,0,5,1,2,0.76,0.7121,0.62,0,63,151,214,151
5607,8/26/2011,3,0,8,12,0,5,1,2,0.76,0.7273,0.66,0.1045,70,173,243,173
5608,8/26/2011,3,0,8,13,0,5,1,2,0.78,0.7424,0.59,0.1045,72,165,237,165
5609,8/26/2011,3,0,8,14,0,5,1,1,0.8,0.7727,0.59,0,55,164,219,164
5610,8/26/2011,3,0,8,15,0,5,1,2,0.8,0.7727,0.59,0.194,53,196,249,196
5611,8/26/2011,3,0,8,16,0,5,1,1,0.78,0.7424,0.62,0.1045,50,293,343,293
5612,8/26/2011,3,0,8,17,0,5,1,1,0.74,0.7121,0.74,0.2537,56,433,489,433
5613,8/26/2011,3,0,8,18,0,5,1,2,0.74,0.7121,0.74,0.1343,40,370,410,370
5614,8/26/2011,3,0,8,19,0,5,1,1,0.72,0.697,0.79,0.1045,55,235,290,235
5615,8/26/2011,3,0,8,20,0,5,1,1,0.72,0.697,0.79,0.0896,39,183,222,183
5616,8/26/2011,3,0,8,21,0,5,1,1,0.72,0.697,0.79,0.1642,38,152,190,152
5617,8/26/2011,3,0,8,22,0,5,1,1,0.72,0.697,0.79,0.1045,26,126,152,126
5618,8/26/2011,3,0,8,23,0,5,1,1,0.7,0.6667,0.84,0.0896,22,114,136,114
5619,8/27/2011,3,0,8,0,0,6,0,1,0.7,0.6667,0.84,0.1045,33,112,145,112
5620,8/27/2011,3,0,8,1,0,6,0,1,0.7,0.6667,0.84,0.1642,13,51,64,51
5621,8/27/2011,3,0,8,2,0,6,0,1,0.7,0.6667,0.84,0.194,18,59,77,59
5622,8/27/2011,3,0,8,3,0,6,0,2,0.7,0.6667,0.84,0.2239,8,22,30,22
5623,8/27/2011,3,0,8,4,0,6,0,2,0.7,0.6667,0.84,0.2239,1,3,4,3
5624,8/27/2011,3,0,8,5,0,6,0,2,0.7,0.6667,0.84,0.2985,1,11,12,11
5625,8/27/2011,3,0,8,6,0,6,0,2,0.7,0.6667,0.84,0.2985,3,15,18,15
5626,8/27/2011,3,0,8,7,0,6,0,2,0.7,0.6667,0.84,0.3582,2,26,28,26
5627,8/27/2011,3,0,8,8,0,6,0,2,0.7,0.6667,0.84,0.2537,14,62,76,62
5628,8/27/2011,3,0,8,9,0,6,0,2,0.7,0.6667,0.84,0.4179,28,128,156,128
5629,8/27/2011,3,0,8,10,0,6,0,2,0.7,0.6667,0.79,0.4627,51,154,205,154
5630,8/27/2011,3,0,8,11,0,6,0,3,0.66,0.5909,0.89,0.4179,15,73,88,73
5631,8/27/2011,3,0,8,12,0,6,0,3,0.66,0.6061,0.83,0.4925,11,65,76,65
5632,8/27/2011,3,0,8,13,0,6,0,3,0.66,0.6061,0.83,0.3881,10,33,43,33
5633,8/27/2011,3,0,8,14,0,6,0,3,0.64,0.5758,0.89,0.5522,4,19,23,19
5634,8/27/2011,3,0,8,15,0,6,0,3,0.64,0.5758,0.89,0.5522,2,28,30,28
5635,8/27/2011,3,0,8,16,0,6,0,3,0.64,0.5758,0.89,0.5224,10,14,24,14
5636,8/27/2011,3,0,8,17,0,6,0,3,0.64,0.5758,0.89,0.8358,2,14,16,14
5637,8/28/2011,3,0,8,7,0,0,0,3,0.62,0.5758,0.83,0.3582,0,1,1,1
5638,8/28/2011,3,0,8,8,0,0,0,3,0.62,0.5758,0.83,0.4179,2,6,8,6
5639,8/28/2011,3,0,8,9,0,0,0,1,0.66,0.6212,0.74,0.4179,7,46,53,46
5640,8/28/2011,3,0,8,10,0,0,0,1,0.7,0.6515,0.61,0.6119,27,115,142,115
5641,8/28/2011,3,0,8,11,0,0,0,1,0.7,0.6515,0.58,0.3881,59,178,237,178
5642,8/28/2011,3,0,8,12,0,0,0,1,0.74,0.6667,0.51,0.3881,88,218,306,218
5643,8/28/2011,3,0,8,13,0,0,0,1,0.76,0.6818,0.45,0.3582,129,302,431,302
5644,8/28/2011,3,0,8,14,0,0,0,1,0.78,0.697,0.43,0.4179,157,290,447,290
5645,8/28/2011,3,0,8,15,0,0,0,1,0.78,0.697,0.43,0.3582,155,314,469,314
5646,8/28/2011,3,0,8,16,0,0,0,1,0.8,0.7121,0.36,0.3881,196,295,491,295
5647,8/28/2011,3,0,8,17,0,0,0,1,0.76,0.6818,0.4,0.2985,145,253,398,253
5648,8/28/2011,3,0,8,18,0,0,0,1,0.74,0.6667,0.42,0.2239,145,257,402,257
5649,8/28/2011,3,0,8,19,0,0,0,1,0.72,0.6667,0.48,0.1045,140,247,387,247
5650,8/28/2011,3,0,8,20,0,0,0,1,0.72,0.6515,0.45,0.1045,64,150,214,150
5651,8/28/2011,3,0,8,21,0,0,0,1,0.66,0.6212,0.61,0.1343,60,126,186,126
5652,8/28/2011,3,0,8,22,0,0,0,1,0.64,0.6061,0.69,0.1045,25,73,98,73
5653,8/28/2011,3,0,8,23,0,0,0,1,0.62,0.5909,0.73,0.1045,16,48,64,48
5654,8/29/2011,3,0,8,0,0,1,1,1,0.62,0.5909,0.73,0.1045,13,21,34,21
5655,8/29/2011,3,0,8,1,0,1,1,1,0.6,0.5909,0.69,0.1045,5,15,20,15
5656,8/29/2011,3,0,8,2,0,1,1,1,0.6,0.5909,0.69,0.194,8,5,13,5
5657,8/29/2011,3,0,8,3,0,1,1,1,0.6,0.5909,0.69,0.1045,1,5,6,5
5658,8/29/2011,3,0,8,4,0,1,1,1,0.56,0.5303,0.68,0.1343,0,3,3,3
5659,8/29/2011,3,0,8,5,0,1,1,1,0.56,0.5303,0.73,0.1343,0,17,17,17
5660,8/29/2011,3,0,8,6,0,1,1,1,0.56,0.5303,0.73,0.1343,3,99,102,99
5661,8/29/2011,3,0,8,7,0,1,1,1,0.6,0.6061,0.6,0.2239,11,273,284,273
5662,8/29/2011,3,0,8,8,0,1,1,1,0.62,0.6212,0.57,0.2537,20,384,404,384
5663,8/29/2011,3,0,8,9,0,1,1,1,0.62,0.6212,0.53,0.2537,22,166,188,166
5664,8/29/2011,3,0,8,10,0,1,1,1,0.66,0.6212,0.47,0.2239,42,73,115,73
5665,8/29/2011,3,0,8,11,0,1,1,1,0.66,0.6212,0.47,0.1642,38,100,138,100
5666,8/29/2011,3,0,8,12,0,1,1,2,0.68,0.6364,0.44,0.1642,48,159,207,159
5667,8/29/2011,3,0,8,13,0,1,1,2,0.7,0.6364,0.39,0,48,170,218,170
5668,8/29/2011,3,0,8,14,0,1,1,1,0.7,0.6364,0.42,0,55,127,182,127
5669,8/29/2011,3,0,8,15,0,1,1,1,0.7,0.6364,0.42,0.1642,56,164,220,164
5670,8/29/2011,3,0,8,16,0,1,1,1,0.72,0.6515,0.42,0.1642,56,226,282,226
5671,8/29/2011,3,0,8,17,0,1,1,2,0.7,0.6364,0.47,0.2239,67,524,591,524
5672,8/29/2011,3,0,8,18,0,1,1,1,0.66,0.6212,0.47,0.2537,60,487,547,487
5673,8/29/2011,3,0,8,19,0,1,1,1,0.66,0.6212,0.47,0.2537,50,317,367,317
5674,8/29/2011,3,0,8,20,0,1,1,1,0.64,0.6212,0.53,0.1642,50,227,277,227
5675,8/29/2011,3,0,8,21,0,1,1,1,0.64,0.6212,0.53,0.194,34,168,202,168
5676,8/29/2011,3,0,8,22,0,1,1,1,0.62,0.6212,0.57,0.1343,23,119,142,119
5677,8/29/2011,3,0,8,23,0,1,1,1,0.6,0.6061,0.6,0.0896,19,56,75,56
5678,8/30/2011,3,0,8,0,0,2,1,1,0.56,0.5303,0.73,0.1343,10,17,27,17
5679,8/30/2011,3,0,8,1,0,2,1,1,0.56,0.5303,0.68,0.1045,6,7,13,7
5680,8/30/2011,3,0,8,2,0,2,1,1,0.54,0.5152,0.73,0.1045,2,8,10,8
5681,8/30/2011,3,0,8,3,0,2,1,1,0.54,0.5152,0.73,0.194,2,2,4,2
5682,8/30/2011,3,0,8,4,0,2,1,1,0.52,0.5,0.77,0.1642,0,6,6,6
5683,8/30/2011,3,0,8,5,0,2,1,1,0.52,0.5,0.77,0.0896,1,27,28,27
5684,8/30/2011,3,0,8,6,0,2,1,1,0.54,0.5152,0.73,0.1045,4,115,119,115
5685,8/30/2011,3,0,8,7,0,2,1,1,0.56,0.5303,0.68,0.1343,19,338,357,338
5686,8/30/2011,3,0,8,8,0,2,1,1,0.62,0.6212,0.57,0.1343,34,459,493,459
5687,8/30/2011,3,0,8,9,0,2,1,1,0.66,0.6212,0.5,0.2239,38,180,218,180
5688,8/30/2011,3,0,8,10,0,2,1,1,0.7,0.6364,0.39,0.2239,28,109,137,109
5689,8/30/2011,3,0,8,11,0,2,1,1,0.72,0.6515,0.37,0.194,60,115,175,115
5690,8/30/2011,3,0,8,12,0,2,1,1,0.72,0.6515,0.37,0,65,172,237,172
5691,8/30/2011,3,0,8,13,0,2,1,1,0.74,0.6515,0.35,0.1045,59,170,229,170
5692,8/30/2011,3,0,8,14,0,2,1,1,0.74,0.6515,0.33,0.1642,58,151,209,151
5693,8/30/2011,3,0,8,15,0,2,1,1,0.74,0.6515,0.35,0.2239,34,162,196,162
5694,8/30/2011,3,0,8,16,0,2,1,1,0.74,0.6515,0.37,0.1642,42,295,337,295
5695,8/30/2011,3,0,8,17,0,2,1,1,0.72,0.6515,0.42,0.194,62,549,611,549
5696,8/30/2011,3,0,8,18,0,2,1,1,0.7,0.6364,0.45,0.1642,60,516,576,516
5697,8/30/2011,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.0896,68,397,465,397
5698,8/30/2011,3,0,8,20,0,2,1,1,0.66,0.6212,0.5,0,39,259,298,259
5699,8/30/2011,3,0,8,21,0,2,1,1,0.64,0.6061,0.65,0.0896,43,180,223,180
5700,8/30/2011,3,0,8,22,0,2,1,1,0.62,0.6061,0.61,0,22,121,143,121
5701,8/30/2011,3,0,8,23,0,2,1,1,0.62,0.6061,0.61,0,19,74,93,74
5702,8/31/2011,3,0,8,0,0,3,1,1,0.6,0.5909,0.69,0,8,24,32,24
5703,8/31/2011,3,0,8,1,0,3,1,1,0.6,0.5909,0.69,0,2,13,15,13
5704,8/31/2011,3,0,8,2,0,3,1,1,0.56,0.5303,0.73,0,1,5,6,5
5705,8/31/2011,3,0,8,3,0,3,1,1,0.56,0.5303,0.78,0,2,4,6,4
5706,8/31/2011,3,0,8,4,0,3,1,1,0.56,0.5303,0.73,0,0,5,5,5
5707,8/31/2011,3,0,8,5,0,3,1,1,0.54,0.5152,0.83,0.0896,2,25,27,25
5708,8/31/2011,3,0,8,6,0,3,1,1,0.54,0.5152,0.77,0,4,107,111,107
5709,8/31/2011,3,0,8,7,0,3,1,1,0.6,0.5758,0.78,0,12,316,328,316
5710,8/31/2011,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0,27,440,467,440
5711,8/31/2011,3,0,8,9,0,3,1,1,0.64,0.6061,0.69,0.0896,27,217,244,217
5712,8/31/2011,3,0,8,10,0,3,1,1,0.7,0.6364,0.45,0.1045,33,105,138,105
5713,8/31/2011,3,0,8,11,0,3,1,1,0.72,0.6515,0.42,0.1343,28,143,171,143
5714,8/31/2011,3,0,8,12,0,3,1,1,0.74,0.6667,0.43,0.1343,68,192,260,192
5715,8/31/2011,3,0,8,13,0,3,1,1,0.74,0.6515,0.37,0.1045,39,182,221,182
5716,8/31/2011,3,0,8,14,0,3,1,1,0.74,0.6515,0.4,0.1343,48,148,196,148
5717,8/31/2011,3,0,8,15,0,3,1,1,0.74,0.6515,0.4,0.1343,34,138,172,138
5718,8/31/2011,3,0,8,16,0,3,1,1,0.74,0.6667,0.42,0.1343,46,263,309,263
5719,8/31/2011,3,0,8,17,0,3,1,1,0.72,0.6515,0.45,0.1343,83,525,608,525
5720,8/31/2011,3,0,8,18,0,3,1,1,0.7,0.6515,0.51,0.2239,70,495,565,495
5721,8/31/2011,3,0,8,19,0,3,1,1,0.84,0.7727,0.47,0.2537,53,393,446,393
5722,8/31/2011,3,0,8,20,0,3,1,1,0.66,0.6212,0.57,0.1343,30,259,289,259
5723,8/31/2011,3,0,8,21,0,3,1,1,0.66,0.6212,0.61,0.0896,27,174,201,174
5724,8/31/2011,3,0,8,22,0,3,1,1,0.64,0.6061,0.69,0,20,137,157,137
5725,8/31/2011,3,0,8,23,0,3,1,1,0.6,0.5758,0.78,0.1045,24,60,84,60
5726,9/1/2011,3,0,9,0,0,4,1,1,0.6,0.5758,0.78,0.1045,18,33,51,33
5727,9/1/2011,3,0,9,1,0,4,1,1,0.6,0.5909,0.73,0.0896,7,14,21,14
5728,9/1/2011,3,0,9,2,0,4,1,1,0.58,0.5455,0.78,0.0896,14,11,25,11
5729,9/1/2011,3,0,9,3,0,4,1,1,0.58,0.5455,0.78,0.0896,7,7,14,7
5730,9/1/2011,3,0,9,4,0,4,1,1,0.56,0.5303,0.83,0.0896,0,7,7,7
5731,9/1/2011,3,0,9,5,0,4,1,1,0.56,0.5303,0.73,0.0896,1,22,23,22
5732,9/1/2011,3,0,9,6,0,4,1,1,0.6,0.5758,0.78,0,2,103,105,103
5733,9/1/2011,3,0,9,7,0,4,1,1,0.6,0.5758,0.78,0,7,335,342,335
5734,9/1/2011,3,0,9,8,0,4,1,1,0.62,0.5909,0.73,0.1343,31,467,498,467
5735,9/1/2011,3,0,9,9,0,4,1,1,0.64,0.6061,0.69,0.1045,29,178,207,178
